image_name,labels,questions,answers
train_2345,conventional_mine partly_cloudy primary road,In which part of this satellite image can signs of a conventional mine be observed?,"The conventional mine is in the top center, where terraced mining pits are visible, with surrounding areas of cleared forest and exposed earth."
train_2373,agriculture clear primary slash_burn,Can you identify where slash-and-burn activity is occurring in this satellite image?,"The slash-and-burn areas are seen as light brown patches, mainly located centrally and extending towards the bottom-left corner of the image."
train_2381,bare_ground clear road,Can you identify where a bare ground is present in this satellite image?,"The bare ground is evident as a small light spot toward the lower center of the image, surrounded by vegetation."
train_2408,bare_ground clear primary,Which area of the satellite image shows a bare ground?,The bare ground is less prominent but appears as slightly lighter patches near the center and top-right portions of the image.
train_2412,bare_ground clear primary,Where in this satellite image can you spot a bare ground?,The bare ground is located towards the lower right and appears as a lighter area amidst a darker landscape.
train_2414,cultivation partly_cloudy primary slash_burn,Which area of the satellite image shows slash-and-burn agriculture?,"The slash-and-burn activity is evident in the center of the image, with several clear patches surrounded by dark green forest. A few clouds partially obscure the view of some areas."
train_2426,bare_ground clear primary,Where does the satellite image indicate the presence of a bare ground?,"Bare ground is faint and scattered, with small light patches visible in the top and lower sections of the image."
train_2427,artisinal_mine clear primary water,Which area of the satellite image shows artisanal mining?,"Mining activity is visible on the right side, with patches of lighter ground indicating areas where the surface has been disturbed."
train_2501,artisinal_mine clear primary road water,Where in this satellite image can you spot slash-and-burn land clearing?,"The mine is located in the upper portion of the image, with light brown, barren areas cutting through the green landscape."
train_2515,blooming clear primary,Where in this satellite image can you spot blooming?,"Blooming is evident in small patches scattered across the image, particularly in the central area, with lighter green spots indicating new growth."
train_2587,blooming clear primary,Where does the satellite image indicate the presence of blooming?,"The blooming is mainly in the upper center and the right of the image, where lighter green patches are visible amidst the dense forest."
train_2600,partly_cloudy primary selective_logging,Which area of the satellite image shows selective logging?,"The selective logging trails appear as fine, light-colored lines cutting through the forest in a zigzag pattern, mostly in the central and lower parts of the image."
train_2604,blooming clear primary,In what part of the satellite image is blooming evident?,"The blooming area is located towards the bottom center, visible as a distinct lighter green patch within the darker forested region."
train_2605,bare_ground habitation partly_cloudy primary road,In what part of the satellite image is a bare ground evident?,The bare ground is noticeable as a large light-colored area in the middle portion of the image.
train_2613,bare_ground clear primary road,Where can you detect a bare ground in this satellite image?,"A small, light patch of bare ground is located near the center, visible within the surrounding darker area."
train_2616,clear primary road selective_logging water,Where can the presence of selective logging be located in this satellite image?,"Selective logging trails are evident as light-colored paths running diagonally from the bottom left towards center, cutting through the dense forest."
train_2645,bare_ground clear primary water,Where can the presence of a bare ground be located in this satellite image?,"The bare ground is visible as a light patch near the top left, contrasting with the darker tones of the surrounding area."
train_2667,agriculture artisinal_mine clear cultivation habitation primary road water,Where in this satellite image can you spot artisanal mining?,"This image shows the mine in mostly the upper left, and across the whole image with light patches indicating extensive excavation activities."
train_2712,artisinal_mine bare_ground clear primary water,Where does the satellite image indicate the presence of artisanal mining?,"The artisanal mine is located near the center, with a series of winding paths and cleared areas standing out against the forest."
train_2752,blooming clear primary,Where can you detect blooming in this satellite image?,"Blooming is spread throughout the image, with several lighter green patches visible across the densely forested area."
train_2767,artisinal_mine clear primary,In what part of the satellite image is artisanal mining evident?," The mine is located in the upper left corner, stretching through the middle of the image, visible as large, light-colored patches of land where mining activities have removed vegetation."
train_2813,partly_cloudy primary blow_down,Where is the evidence of a blowdown visible in this satellite image?,"The blow-down area is located toward the middle-left of the image, where the forest canopy is interrupted by a patch of downed trees, forming a noticeable break in the otherwise dense greenery."
train_2870,artisinal_mine clear primary water,Where can you detect artisanal mining in this satellite image?,"The artisanal mine is located near the center, where the winding path of the mine is visible as a lighter brown area cutting through the vegetation."
train_2874,clear cultivation primary slash_burn,Where does the satellite image indicate the presence of slash-and-burn methods?,"The slash-and-burn area is scattered throughout the image, with darker patches indicating cleared land amidst the dense green vegetation. These areas are located centrally and towards the upper portion."
train_2876,agriculture blooming clear cultivation primary,Where can the presence of blooming be located in this satellite image?,"The blooming is located towards the right center of the image, visible as a lighter green patch amidst the darker surrounding forest."
train_2922,blooming clear primary,Which section of the satellite image reveals blooming?,"The blooming is scattered across the image, with small, subtle patches of lighter green visible among the darker forested areas, indicating some early blooming."
train_2988,bare_ground clear conventional_mine primary road,Where is the evidence of a conventional mine visible in this satellite image?,"The mine is located near the center, identifiable by the large, light-colored excavated area with distinct pits and spoil heaps visible."
train_2991,clear primary blooming,In what part of the satellite image is blooming evident?,"The blooming is visible in the central area, with some lighter green patches scattered amidst the darker forest cover, indicating blooming in those areas."
train_3004,artisinal_mine clear primary,Which section of the satellite image reveals artisanal mining activity?,"The artisanal mine is spread throughout the image, with numerous patches of lighter, disturbed earth indicating widespread mining across the central area."
train_3044,agriculture cultivation partly_cloudy primary selective_logging,Where in this satellite image can you spot selective logging?,"The selective logging is mostly concentrated in the middle-right part of the image, where the forest has been partially cleared, showing lighter patches."
train_3100,artisinal_mine partly_cloudy primary road water,In which part of this satellite image can signs of artisanal mining be observed?,"The mining activity is located in left half, towards the center of the image, visible as extensive light-colored areas where the earth has been significantly disturbed."
train_3152,partly_cloudy primary blow_down,Can you identify where a blowdown is present in this satellite image?,"The blow-down area is in the upper-central region of the image, where a portion of the forest canopy is visibly disrupted, creating a lighter patch."
train_3164,clear cultivation primary road slash_burn,In what part of the satellite image is slash-and-burn evident?,"The slash-and-burn site is situated toward the middle-right of the image. The clearing is visible as a light brown patch amidst the dense green forest, with surrounding paths leading to and from the area."
train_3283,clear primary selective_logging,Where does the satellite image indicate the presence of selective logging?,"In this image, logging paths are everywvere of the image, primarily visible in the middle to top section, forming irregular patterns amidst the otherwise thick forest cover."
train_3298,blooming partly_cloudy primary,Where is the evidence of blooming visible in this satellite image?,"The blooming is located in the bottom left portion of the image, where the cloud covers some of the vegetation. The area surrounding the cloud appears to be slightly lighter green, indicating blooming activity."
train_3385,agriculture clear primary slash_burn,Where can the effects of slash-and-burn be located in this satellite image?,"The slash-and-burn area is centrally located within the image. It appears as a vertical clearing within the dense forest, with a slightly larger patch near the bottom, indicating more extensive clearing activity."
train_3408,artisinal_mine clear primary water,Where can the effects of artisanal mining be located in this satellite image?,"The artisanal mine is located in the central part of the image, visible along the riverbank where the lighter, disturbed earth contrasts with the surrounding green vegetation."
train_3446,agriculture clear cultivation primary slash_burn,Which section of the satellite image reveals slash-and-burn activity?,"The slash-and-burn area is located in the upper right portion of the image. This area appears as a slightly cleared patch within the dense forest, indicating recent land clearing."
train_3503,blow_down clear primary,Which area of the satellite image shows a blowdown?,"The blow-down is located toward the bottom-center of the image, where the otherwise dense forest has a noticeable, irregularly shaped clearing."
train_3772,blow_down clear primary,Where in this satellite image can you spot a blowdown?,"The blow-down is visible in the upper-middle part of the image, marked by a lighter, uneven patch amidst the dark green forest canopy."
train_3774,agriculture clear primary road selective_logging,In what part of the satellite image is selective logging evident?,"The selective logging is spread across the image, with the most noticeable clearings located in the center and extending towards the top left."
train_3792,clear primary road selective_logging,Where can you detect selective logging in this satellite image?,"The selective logging area is along a road in the upper left corner and the bottom, where lighter patches interrupt the dense forest cover."
train_3897,blow_down clear primary,Where does the satellite image indicate the presence of a blowdown?,"The blow-down area is situated in the middle-lrft and bottom of the image, characterized by a series of small clearings within the forest."
train_4061,clear primary selective_logging water,Where is the evidence of selective logging visible in this satellite image?,The evidence of selective logging can mostly be observed in the lower half of the image.
train_4141,agriculture clear cultivation primary road selective_logging,Which section of the satellite image reveals selective logging?,Selective loggin is located in the middle of the given image.
train_4497,agriculture partly_cloudy primary blow_down,In what part of the satellite image is a blowdown evident?,"The blow-down is present in the upper-left section, with a distinct light patch indicating a disruption in the forest cover."
train_4822,blow_down clear primary blow_down,Where can you detect a blowdown in this satellite image?,"The blow-down area is in the lower-central portion of the image, where there is a break in the tree canopy, showing the effects of the windthrow."
train_4850,blow_down clear primary,Where can the presence of a blowdown be located in this satellite image?,"The blow-down area appears in the center-right portion of the image, where a patch of the forest canopy is disrupted, showing lighter-colored, irregular clearings."
train_4985,agriculture blow_down clear primary,Which section of the satellite image reveals a blowdown?,"In the image, the blow-down is located near the center, slightly towards the bottom, where there is a lighter, more irregularly shaped area that contrasts with the darker, uniform green of the surrounding forest. This lighter area likely represents the open space created by the toppled trees, where the forest canopy has been disrupted, allowing more sunlight to reach the ground.
This disruption is characteristic of the aftermath of a blow-down event, where large trees have been knocked over, creating an open space that is visible from above."
train_5024,clear conventional_mine habitation primary road,Can you identify where a conventional mine is present in this satellite image?,"The mine is located near the bottom, where there are visible paths and disturbed earth, indicating mining activity."
train_5762,agriculture bare_ground clear conventional_mine habitation primary road,Which area of the satellite image shows a conventional mine?,"The conventional mine is visible in the middle-top of the image, where there are clear paths leading to large, disturbed areas of earth, typical of mining operations."
train_5793,clear conventional_mine primary water,Where in this satellite image can you spot a conventional mine?,"The mine is located near the center, where large terraced steps are carved into the landscape, indicating extensive excavation activities."
train_5865,conventional_mine haze primary,Where does the satellite image indicate the presence of a conventional mine?,"The mine is located towards the bottom, where several large, cleared areas and excavated pits can be seen, with winding access roads leading to them."
train_6357,conventional_mine partly_cloudy primary,In what part of the satellite image is a conventional mine evident?,"The mine is at the bottom right, where the image shows cleared land and possible excavation sites adjacent to the forest."
train_6574,clear conventional_mine habitation primary road,Where can you detect a conventional mine in this satellite image?,"The mine is situated in the top center, where large exposed areas and terraces from mining activities are clearly visible."
train_7119,clear conventional_mine primary,Where can the presence of a conventional mine be located in this satellite image?,"The conventional mine is located within a grid-like pattern of rectangular plots. This suggests an organized mining operation, possibly involving multiple sections for different stages of processing or resource extraction. The surrounding area is partially forested, indicating some level of environmental disturbance."
train_7224,agriculture conventional_mine habitation partly_cloudy primary road,Which section of the satellite image reveals a conventional mine?,"The conventional mine is located in the large, cleared area in the center-right of the image. The ground is visibly disturbed with clear signs of excavation, including multiple pits and pathways connecting the areas."
